5.000000000000000000e-01,1.000000000000000021e-03,1.830399999999999849e+01,1.867000000000000000e+20,1.237800000000000075e-05,9.924099999999999682e+02,-2.552299999999999791e+00,2.002900000000000091e+03,5.162899999999999601e+00
5.000000000000000000e-01,8.999999999999997585e-03,1.847500000000000142e+01,1.884500000000000000e+20,1.249399999999999930e-05,9.963999999999999773e+02,-3.080699999999999861e+01,2.007400000000000091e+03,5.222800000000000331e+00
5.000000000000000000e-01,1.700000000000000122e-02,1.849399999999999977e+01,1.886400000000000000e+20,1.250700000000000070e-05,1.010700000000000045e+03,-5.669599999999999795e+01,2.008200000000000045e+03,5.230199999999999960e+00
5.000000000000000000e-01,2.500000000000000139e-02,1.870100000000000051e+01,1.907500000000000000e+20,1.264699999999999936e-05,1.032400000000000091e+03,-8.094899999999999807e+01,2.004000000000000000e+03,5.277700000000000280e+00
5.000000000000000000e-01,3.300000000000000155e-02,1.894500000000000028e+01,1.932400000000000000e+20,1.281200000000000032e-05,1.063200000000000045e+03,-1.069899999999999949e+02,2.008200000000000045e+03,5.357800000000000118e+00
5.000000000000000000e-01,4.100000000000000172e-02,1.928200000000000003e+01,1.966800000000000000e+20,1.304000000000000051e-05,1.099299999999999955e+03,-1.253199999999999932e+02,2.001099999999999909e+03,5.433799999999999741e+00
5.000000000000000000e-01,4.900000000000000189e-02,1.955000000000000071e+01,1.994100000000000000e+20,1.322099999999999929e-05,1.140599999999999909e+03,-1.434099999999999966e+02,1.997900000000000091e+03,5.500300000000000189e+00
5.000000000000000000e-01,5.700000000000000205e-02,1.995700000000000074e+01,2.035600000000000000e+20,1.349599999999999919e-05,1.187299999999999955e+03,-1.578600000000000136e+02,1.994000000000000000e+03,5.604000000000000092e+00
5.000000000000000000e-01,6.500000000000000222e-02,2.030499999999999972e+01,2.071100000000000000e+20,1.373199999999999998e-05,1.244000000000000000e+03,-1.724900000000000091e+02,1.980200000000000045e+03,5.662300000000000111e+00
5.000000000000000000e-01,7.299999999999998157e-02,2.065399999999999991e+01,2.106700000000000000e+20,1.396800000000000077e-05,1.300299999999999955e+03,-1.840099999999999909e+02,1.969200000000000045e+03,5.727899999999999991e+00
5.000000000000000000e-01,8.100000000000000255e-02,2.098400000000000176e+01,2.140300000000000000e+20,1.418999999999999966e-05,1.361799999999999955e+03,-1.925699999999999932e+02,1.943599999999999909e+03,5.743299999999999628e+00
5.000000000000000000e-01,8.899999999999998190e-02,2.124399999999999977e+01,2.166900000000000000e+20,1.436599999999999934e-05,1.420700000000000045e+03,-2.033899999999999864e+02,1.920900000000000091e+03,5.746699999999999697e+00
5.000000000000000000e-01,9.700000000000000289e-02,2.139600000000000080e+01,2.182400000000000000e+20,1.446899999999999987e-05,1.483700000000000045e+03,-2.116599999999999966e+02,1.890599999999999909e+03,5.696799999999999642e+00
5.000000000000000000e-01,1.049999999999999961e-01,2.144699999999999918e+01,2.187600000000000000e+20,1.450400000000000039e-05,1.546299999999999955e+03,-2.210600000000000023e+02,1.856299999999999955e+03,5.606600000000000250e+00
5.000000000000000000e-01,1.130000000000000032e-01,2.139300000000000068e+01,2.182100000000000000e+20,1.446700000000000057e-05,1.610099999999999909e+03,-2.300200000000000102e+02,1.810000000000000000e+03,5.453000000000000291e+00
5.000000000000000000e-01,1.209999999999999964e-01,2.112699999999999889e+01,2.155000000000000000e+20,1.428700000000000060e-05,1.671299999999999955e+03,-2.447800000000000011e+02,1.771000000000000000e+03,5.269199999999999662e+00
5.000000000000000000e-01,1.290000000000000036e-01,2.082700000000000173e+01,2.124300000000000000e+20,1.408399999999999932e-05,1.726299999999999955e+03,-2.597300000000000182e+02,1.719500000000000000e+03,5.043300000000000338e+00
5.000000000000000000e-01,1.370000000000000107e-01,2.050900000000000034e+01,2.092000000000000000e+20,1.386999999999999934e-05,1.781700000000000045e+03,-2.774200000000000159e+02,1.666799999999999955e+03,4.814199999999999591e+00
5.000000000000000000e-01,1.449999999999999900e-01,2.006899999999999906e+01,2.047000000000000000e+20,1.357199999999999982e-05,1.835400000000000091e+03,-2.925099999999999909e+02,1.609099999999999909e+03,4.547799999999999621e+00
